wqms_id,dates,obs,unit,variable,streamflow,obs(ng/L)
wqms_10900493,8/10/2022,0.009,ug/l,PFOA,,13
wqms_10900493,10/5/2022,0.01,ug/l,PFOA,,10
wqms_10900493,12/14/2022,0.01,ug/l,PFOA,,7
wqms_10900493,3/7/2023,0.01,ug/l,PFOA,,9
wqms_10900493,4/6/2023,0.009,ug/l,PFOA,,10
wqms_10900493,6/6/2023,0.006,ug/l,PFOA,,10
wqms_10900493,8/1/2023,0.011,ug/l,PFOA,,10
wqms_10900493,10/5/2023,0.014,ug/l,PFOA,,9
wqms_10900493,12/6/2023,0.008,ug/l,PFOA,,6
wqms_10900495,3/15/2022,0.008,ug/l,PFOA,,11
wqms_10900495,6/14/2022,0.009,ug/l,PFOA,,14
wqms_10900495,11/2/2022,0.01,ug/l,PFOA,,8
wqms_10900495,3/7/2023,0.01,ug/l,PFOA,,8
wqms_10900495,6/21/2023,0.0025,ug/l,PFOA,,9
wqms_10900495,11/8/2023,0.0025,ug/l,PFOA,,10
wqms_10900495,12/19/2023,0.0025,ug/l,PFOA,,10
wqms_10900496,1/13/2020,0.005396452,ug/l,PFOA,,2.5
wqms_10900496,2/4/2020,0.031,ug/l,PFOA,,2.5
wqms_10900496,6/18/2020,0.009,ug/l,PFOA,,2.5
wqms_10900496,7/2/2020,0.009,ug/l,PFOA,,5.396452328
wqms_10900496,9/1/2020,0.011,ug/l,PFOA,,31
wqms_10900496,11/4/2020,0.008,ug/l,PFOA,,9
wqms_10900496,3/2/2021,0.009,ug/l,PFOA,,9
wqms_10900496,6/17/2021,0.007,ug/l,PFOA,,11
wqms_10900496,11/17/2021,0.007,ug/l,PFOA,,8
wqms_10900496,12/15/2021,0.006,ug/l,PFOA,,9
wqms_10900496,3/15/2022,0.005932268,ug/l,PFOA,,7
wqms_10900496,4/5/2022,0.007,ug/l,PFOA,,7
wqms_10900496,6/14/2022,0.007,ug/l,PFOA,,6
wqms_10900496,8/9/2022,0.004692285,ug/l,PFOA,,5.9322678
wqms_10900496,10/5/2022,0.006397457,ug/l,PFOA,,7
wqms_10900496,12/14/2022,0.008,ug/l,PFOA,,7
wqms_10900496,3/7/2023,0.007,ug/l,PFOA,,4.69228492
wqms_10900496,8/1/2023,0.006827115,ug/l,PFOA,,6.397456727
wqms_10900497,3/3/2020,0.026,ug/l,PFOA,,8
wqms_10900497,5/12/2020,0.172,ug/l,PFOA,,7
wqms_10900497,7/7/2020,0.039,ug/l,PFOA,,6.827114695
wqms_10900497,9/1/2020,0.033,ug/l,PFOA,,26
wqms_10900497,11/3/2020,0.027,ug/l,PFOA,,172
wqms_10900497,3/4/2021,0.043,ug/l,PFOA,,39
wqms_10900497,6/17/2021,0.059,ug/l,PFOA,,33
wqms_10900497,8/25/2021,0.026,ug/l,PFOA,,27
wqms_10900497,11/18/2021,0.031,ug/l,PFOA,,43
wqms_10900497,3/9/2022,0.045,ug/l,PFOA,,59
wqms_10900497,6/8/2022,0.061,ug/l,PFOA,,26
wqms_10900497,8/11/2022,0.043,ug/l,PFOA,,31
wqms_10900497,11/30/2022,0.034,ug/l,PFOA,,45
wqms_10900497,3/9/2023,0.031,ug/l,PFOA,,61
wqms_10900497,7/4/2023,0.01665194,ug/l,PFOA,,43
wqms_10900497,8/22/2023,0.023,ug/l,PFOA,,34
wqms_10900497,11/16/2023,0.022,ug/l,PFOA,,31
wqms_10900498,5/12/2020,0.009,ug/l,PFOA,,16.65193998
wqms_10900498,7/1/2020,0.021,ug/l,PFOA,,23
wqms_10900498,9/2/2020,0.023,ug/l,PFOA,,22
wqms_10900498,11/5/2020,0.014,ug/l,PFOA,,9
wqms_10900498,3/23/2021,0.021,ug/l,PFOA,,21
wqms_10900498,5/25/2021,0.007,ug/l,PFOA,,23
wqms_10900498,8/10/2021,0.008,ug/l,PFOA,,14
wqms_10900498,10/19/2021,0.028,ug/l,PFOA,,21
wqms_10900498,3/8/2022,0.017,ug/l,PFOA,,7
wqms_10900498,6/7/2022,0.023,ug/l,PFOA,,8
wqms_10900498,9/14/2022,0.03,ug/l,PFOA,,28
wqms_10900498,11/8/2022,0.022,ug/l,PFOA,,17
wqms_10900498,3/1/2023,0.007,ug/l,PFOA,,23
wqms_10900498,6/6/2023,0.005659093,ug/l,PFOA,,30
wqms_10900498,9/4/2023,0.015,ug/l,PFOA,,22
wqms_10900498,11/14/2023,0.006,ug/l,PFOA,,7
wqms_10900499,5/12/2020,0.009,ug/l,PFOA,,5.65909251
wqms_10900499,7/1/2020,0.016,ug/l,PFOA,,15
wqms_10900499,9/2/2020,0.023,ug/l,PFOA,,6
wqms_10900499,11/5/2020,0.013,ug/l,PFOA,,9
wqms_10900499,3/23/2021,0.012,ug/l,PFOA,,16
wqms_10900499,8/10/2021,0.009,ug/l,PFOA,,23
wqms_10900499,10/19/2021,0.011,ug/l,PFOA,,13
wqms_10900499,3/8/2022,0.008,ug/l,PFOA,,12
wqms_10900499,6/7/2022,0.014,ug/l,PFOA,,9
wqms_10900499,9/14/2022,0.013,ug/l,PFOA,,11
wqms_10900499,11/8/2022,0.007,ug/l,PFOA,,8
wqms_10900499,3/1/2023,0.015,ug/l,PFOA,,14
wqms_10900499,6/6/2023,0.005881499,ug/l,PFOA,,13
wqms_10900499,9/4/2023,0.009,ug/l,PFOA,,7
wqms_10900499,11/14/2023,0.006,ug/l,PFOA,,15
wqms_10900500,3/3/2020,0.007,ug/l,PFOA,,5.881499338
wqms_10900500,5/12/2020,0.014,ug/l,PFOA,,9
wqms_10900500,7/7/2020,0.026,ug/l,PFOA,,6
wqms_10900500,9/1/2020,0.018,ug/l,PFOA,,7
wqms_10900500,11/3/2020,0.01,ug/l,PFOA,,14
wqms_10900500,3/4/2021,0.013,ug/l,PFOA,,26
wqms_10900500,6/17/2021,0.014,ug/l,PFOA,,18
wqms_10900500,8/25/2021,0.011,ug/l,PFOA,,10
wqms_10900500,11/18/2021,0.01,ug/l,PFOA,,13
wqms_10900500,3/9/2022,0.016,ug/l,PFOA,,14
wqms_10900500,6/8/2022,0.018,ug/l,PFOA,,11
wqms_10900500,8/11/2022,0.024,ug/l,PFOA,,10
wqms_10900500,11/24/2022,0.007,ug/l,PFOA,,16
wqms_10900500,3/9/2023,0.016,ug/l,PFOA,,18
wqms_10900500,3/29/2023,0.009,ug/l,PFOA,,24
wqms_10900500,7/4/2023,0.005908357,ug/l,PFOA,,7
wqms_10900500,8/22/2023,0.015,ug/l,PFOA,,16
wqms_10900500,10/25/2023,0.006,ug/l,PFOA,,9
wqms_10900500,11/16/2023,0.011,ug/l,PFOA,,5.908356503
wqms_10900501,3/3/2020,0.01,ug/l,PFOA,,15
wqms_10900501,5/12/2020,0.024,ug/l,PFOA,,6
wqms_10900501,7/7/2020,0.03,ug/l,PFOA,,11
wqms_10900501,9/1/2020,0.017,ug/l,PFOA,,10
wqms_10900501,11/3/2020,0.011,ug/l,PFOA,,24
wqms_10900501,3/4/2021,0.02,ug/l,PFOA,,30
wqms_10900501,6/17/2021,0.022,ug/l,PFOA,,17
wqms_10900501,8/25/2021,0.013,ug/l,PFOA,,11
wqms_10900501,11/18/2021,0.014,ug/l,PFOA,,20
wqms_10900501,3/9/2022,0.014,ug/l,PFOA,,22
wqms_10900501,6/8/2022,0.021,ug/l,PFOA,,13
wqms_10900501,8/11/2022,0.031,ug/l,PFOA,,14
wqms_10900501,11/24/2022,0.009,ug/l,PFOA,,14
wqms_10900501,3/9/2023,0.027,ug/l,PFOA,,21
wqms_10900501,7/4/2023,0.007,ug/l,PFOA,,31
wqms_10900501,8/22/2023,0.02,ug/l,PFOA,,9
wqms_10900501,11/16/2023,0.011,ug/l,PFOA,,27
wqms_10900502,3/2/2023,0.0025,ug/l,PFOA,,7
wqms_10900502,5/30/2023,0.0025,ug/l,PFOA,,20
wqms_10900502,7/26/2023,0.0025,ug/l,PFOA,,11
wqms_10900502,9/20/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900502,11/15/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900503,3/30/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900507,6/16/2020,0.007681561,ug/l,PFOA,,2.5
wqms_10900507,7/23/2020,0.008,ug/l,PFOA,,2.5
wqms_10900507,9/17/2020,0.007,ug/l,PFOA,,2.5
wqms_10900507,3/31/2021,0.009,ug/l,PFOA,,7.68156119
wqms_10900507,6/15/2021,0.012,ug/l,PFOA,,8
wqms_10900507,9/1/2021,0.007,ug/l,PFOA,,7
wqms_10900507,11/10/2021,0.006,ug/l,PFOA,,9
wqms_10900507,3/10/2022,0.07,ug/l,PFOA,,12
wqms_10900507,5/26/2022,0.024,ug/l,PFOA,,7
wqms_10900507,7/28/2022,0.009,ug/l,PFOA,,6
wqms_10900507,10/4/2022,0.00875548,ug/l,PFOA,,70
wqms_10900507,3/2/2023,0.014,ug/l,PFOA,,24
wqms_10900507,5/30/2023,0.003395033,ug/l,PFOA,,9
wqms_10900507,7/26/2023,0.004589786,ug/l,PFOA,,8.7554803
wqms_10900507,9/20/2023,0.006653217,ug/l,PFOA,,14
wqms_10900507,11/15/2023,0.005638599,ug/l,PFOA,,3.395033014
wqms_10900510,1/15/2020,0.0025,ug/l,PFOA,,4.589786131
wqms_10900510,2/5/2020,0.0025,ug/l,PFOA,,6.653217086
wqms_10900512,3/4/2020,0.018,ug/l,PFOA,,5.638598898
wqms_10900512,5/13/2020,0.008,ug/l,PFOA,,2.5
wqms_10900512,7/2/2020,0.021,ug/l,PFOA,,2.5
wqms_10900512,12/10/2020,0.006,ug/l,PFOA,,18
wqms_10900512,3/30/2021,0.014,ug/l,PFOA,,8
wqms_10900512,6/29/2021,0.023,ug/l,PFOA,,21
wqms_10900512,9/14/2021,0.016,ug/l,PFOA,,6
wqms_10900512,11/16/2021,0.007,ug/l,PFOA,,14
wqms_10900512,3/1/2022,0.016,ug/l,PFOA,,23
wqms_10900512,4/5/2022,0.013,ug/l,PFOA,,16
wqms_10900512,6/7/2022,0.022,ug/l,PFOA,,7
wqms_10900512,8/2/2022,0.024,ug/l,PFOA,,16
wqms_10900512,10/4/2022,0.033,ug/l,PFOA,,13
wqms_10900512,3/7/2023,0.014,ug/l,PFOA,,22
wqms_10900512,6/6/2023,0.006,ug/l,PFOA,,24
wqms_10900512,12/12/2023,0.007,ug/l,PFOA,,33
wqms_10900517,9/3/2020,0.008165466,ug/l,PFOA,,14
wqms_10900517,6/24/2021,0.009,ug/l,PFOA,,6
wqms_10900517,11/23/2021,0.005,ug/l,PFOA,,7
wqms_10900517,3/17/2022,0.025,ug/l,PFOA,,8.165465739
wqms_10900517,6/16/2022,0.017,ug/l,PFOA,,9
wqms_10900517,8/10/2022,0.009,ug/l,PFOA,,5
wqms_10900517,11/23/2022,0.006881903,ug/l,PFOA,,25
wqms_10900517,3/8/2023,0.023,ug/l,PFOA,,17
wqms_10900517,5/31/2023,0.00560344,ug/l,PFOA,,9
wqms_10900517,8/2/2023,0.008,ug/l,PFOA,,6.881903443
wqms_10900517,11/16/2023,0.007,ug/l,PFOA,,23
wqms_10900518,5/14/2020,0.008,ug/l,PFOA,,5.603439581
wqms_10900518,7/9/2020,0.021,ug/l,PFOA,,8
wqms_10900518,9/3/2020,0.025,ug/l,PFOA,,7
wqms_10900518,11/5/2020,0.024,ug/l,PFOA,,8
wqms_10900518,3/16/2021,0.009,ug/l,PFOA,,21
wqms_10900518,6/24/2021,0.016,ug/l,PFOA,,25
wqms_10900518,8/31/2021,0.006,ug/l,PFOA,,24
wqms_10900518,11/23/2021,0.011,ug/l,PFOA,,9
wqms_10900518,3/17/2022,0.014,ug/l,PFOA,,16
wqms_10900518,6/16/2022,0.019,ug/l,PFOA,,6
wqms_10900518,8/10/2022,0.013,ug/l,PFOA,,11
wqms_10900518,11/23/2022,0.007,ug/l,PFOA,,14
wqms_10900518,3/8/2023,0.016,ug/l,PFOA,,19
wqms_10900518,5/31/2023,0.007,ug/l,PFOA,,13
wqms_10900518,8/2/2023,0.005395515,ug/l,PFOA,,7
wqms_10900518,11/21/2023,0.01,ug/l,PFOA,,16
wqms_10900519,1/16/2020,0.006,ug/l,PFOA,,7
wqms_10900519,2/13/2020,0.011,ug/l,PFOA,,5.395514946
wqms_10900519,5/14/2020,0.006,ug/l,PFOA,,10
wqms_10900519,7/9/2020,0.011,ug/l,PFOA,,6
wqms_10900519,9/3/2020,0.008,ug/l,PFOA,,11
wqms_10900519,11/5/2020,0.011,ug/l,PFOA,,6
wqms_10900519,2/9/2021,0.005,ug/l,PFOA,,11
wqms_10900519,3/16/2021,0.007,ug/l,PFOA,,8
wqms_10900519,6/24/2021,0.008,ug/l,PFOA,,11
wqms_10900519,1/25/2022,0.018,ug/l,PFOA,,5
wqms_10900519,2/16/2022,0.013,ug/l,PFOA,,7
wqms_10900519,3/17/2022,0.018,ug/l,PFOA,,8
wqms_10900519,4/13/2022,0.024,ug/l,PFOA,,18
wqms_10900519,5/11/2022,0.008,ug/l,PFOA,,13
wqms_10900519,6/16/2022,0.018,ug/l,PFOA,,18
wqms_10900519,7/13/2022,0.021,ug/l,PFOA,,24
wqms_10900519,8/10/2022,0.011,ug/l,PFOA,,8
wqms_10900519,9/13/2022,0.012,ug/l,PFOA,,18
wqms_10900519,10/11/2022,0.006,ug/l,PFOA,,21
wqms_10900519,11/3/2022,0.017,ug/l,PFOA,,11
wqms_10900519,11/23/2022,0.005874946,ug/l,PFOA,,12
wqms_10900519,1/17/2023,0.01,ug/l,PFOA,,6
wqms_10900519,2/2/2023,0.012,ug/l,PFOA,,17
wqms_10900519,3/8/2023,0.014,ug/l,PFOA,,5.874945879
wqms_10900519,4/12/2023,0.009,ug/l,PFOA,,10
wqms_10900519,5/9/2023,0.006674433,ug/l,PFOA,,12
wqms_10900519,5/31/2023,0.006288584,ug/l,PFOA,,14
wqms_10900519,7/6/2023,0.005416355,ug/l,PFOA,,9
wqms_10900519,8/2/2023,0.006,ug/l,PFOA,,6.674432591
wqms_10900519,8/30/2023,0.005,ug/l,PFOA,,6.288583573
wqms_10900519,11/9/2023,0.01,ug/l,PFOA,,5.416354934
wqms_10900520,6/11/2020,0.01,ug/l,PFOA,,6
wqms_10900520,7/21/2020,0.009,ug/l,PFOA,,5
wqms_10900520,9/15/2020,0.011,ug/l,PFOA,,10
wqms_10900520,12/2/2020,0.015,ug/l,PFOA,,10
wqms_10900520,4/8/2021,0.009,ug/l,PFOA,,9
wqms_10900520,6/30/2021,0.011,ug/l,PFOA,,11
wqms_10900520,9/8/2021,0.009,ug/l,PFOA,,15
wqms_10900520,10/28/2021,0.011,ug/l,PFOA,,9
wqms_10900520,3/23/2022,0.012,ug/l,PFOA,,11
wqms_10900520,6/22/2022,0.01,ug/l,PFOA,,9
wqms_10900520,8/25/2022,0.01,ug/l,PFOA,,11
wqms_10900520,10/6/2022,0.007,ug/l,PFOA,,12
wqms_10900520,3/21/2023,0.012,ug/l,PFOA,,10
wqms_10900520,6/21/2023,0.007845779,ug/l,PFOA,,10
wqms_10900520,8/24/2023,0.008,ug/l,PFOA,,7
wqms_10900520,11/29/2023,0.007236119,ug/l,PFOA,,12
wqms_10900521,6/17/2020,0.013,ug/l,PFOA,,7.845778545
wqms_10900521,7/28/2020,0.021,ug/l,PFOA,,8
wqms_10900521,9/22/2020,0.015,ug/l,PFOA,,7.23611935
wqms_10900521,12/3/2020,0.013,ug/l,PFOA,,13
wqms_10900521,4/7/2021,0.011,ug/l,PFOA,,21
wqms_10900521,6/30/2021,0.014,ug/l,PFOA,,15
wqms_10900521,9/8/2021,0.014,ug/l,PFOA,,13
wqms_10900521,10/28/2021,0.015,ug/l,PFOA,,11
wqms_10900521,3/23/2022,0.015,ug/l,PFOA,,14
wqms_10900521,6/22/2022,0.02,ug/l,PFOA,,14
wqms_10900521,8/24/2022,0.02,ug/l,PFOA,,15
wqms_10900521,12/13/2022,0.01,ug/l,PFOA,,15
wqms_10900521,3/16/2023,0.014,ug/l,PFOA,,20
wqms_10900521,6/14/2023,0.007,ug/l,PFOA,,20
wqms_10900521,8/1/2023,0.008,ug/l,PFOA,,10
wqms_10900521,11/21/2023,0.008,ug/l,PFOA,,14
wqms_10900522,3/16/2022,0.011,ug/l,PFOA,,7
wqms_10900522,6/15/2022,0.024,ug/l,PFOA,,8
wqms_10900522,8/25/2022,0.014,ug/l,PFOA,,8
wqms_10900522,10/19/2022,0.011,ug/l,PFOA,,11
wqms_10900522,2/16/2023,0.008913893,ug/l,PFOA,,24
wqms_10900522,6/13/2023,0.00695929,ug/l,PFOA,,14
wqms_10900522,12/19/2023,0.008,ug/l,PFOA,,11
wqms_10900526,1/7/2020,0.006361626,ug/l,PFOA,,8.913893307
wqms_10900526,2/12/2020,0.005581083,ug/l,PFOA,,6.959289659
wqms_10900526,3/4/2020,0.006034826,ug/l,PFOA,,8
wqms_10900526,5/13/2020,0.008,ug/l,PFOA,,6.361626256
wqms_10900526,7/8/2020,0.008,ug/l,PFOA,,5.581082777
wqms_10900526,9/2/2020,0.008,ug/l,PFOA,,6.034825985
wqms_10900526,11/4/2020,0.006876818,ug/l,PFOA,,8
wqms_10900526,3/2/2021,0.012,ug/l,PFOA,,8
wqms_10900526,6/16/2021,0.006,ug/l,PFOA,,8
wqms_10900526,3/22/2022,0.007529018,ug/l,PFOA,,6.876817675
wqms_10900526,4/14/2022,0.008,ug/l,PFOA,,12
wqms_10900526,6/21/2022,0.007318245,ug/l,PFOA,,6
wqms_10900526,8/23/2022,0.008,ug/l,PFOA,,7.52901769
wqms_10900526,10/13/2022,0.007,ug/l,PFOA,,8
wqms_10900526,11/30/2022,0.006633932,ug/l,PFOA,,7.318245344
wqms_10900526,3/15/2023,0.009,ug/l,PFOA,,8
wqms_10900526,3/29/2023,0.009,ug/l,PFOA,,7
wqms_10900526,6/22/2023,0.007102505,ug/l,PFOA,,6.633932472
wqms_10900526,11/30/2023,0.006,ug/l,PFOA,,9
wqms_10900527,6/3/2020,0.008,ug/l,PFOA,,9
wqms_10900527,7/14/2020,0.01,ug/l,PFOA,,7.102505473
wqms_10900527,9/8/2020,0.009,ug/l,PFOA,,6
wqms_10900527,12/1/2020,0.006,ug/l,PFOA,,8
wqms_10900527,3/30/2021,0.007,ug/l,PFOA,,10
wqms_10900527,7/1/2021,0.007,ug/l,PFOA,,9
wqms_10900527,3/24/2022,0.005,ug/l,PFOA,,6
wqms_10900527,6/23/2022,0.01,ug/l,PFOA,,7
wqms_10900527,8/24/2022,0.005,ug/l,PFOA,,7
wqms_10900527,10/5/2022,0.005700086,ug/l,PFOA,,5
wqms_10900527,3/21/2023,0.009,ug/l,PFOA,,10
wqms_10900527,6/21/2023,0.006464207,ug/l,PFOA,,5
wqms_10900527,8/24/2023,0.005249214,ug/l,PFOA,,5.700086026
wqms_10900527,11/29/2023,0.006094806,ug/l,PFOA,,9
wqms_10900528,2/19/2020,0.008,ug/l,PFOA,,6.464207168
wqms_10900528,6/23/2020,0.011,ug/l,PFOA,,5.249213764
wqms_10900528,7/30/2020,0.013,ug/l,PFOA,,6.094806327
wqms_10900528,9/24/2020,0.013,ug/l,PFOA,,8
wqms_10900528,12/3/2020,0.011,ug/l,PFOA,,11
wqms_10900528,1/28/2021,0.01,ug/l,PFOA,,13
wqms_10900528,2/16/2021,0.011,ug/l,PFOA,,13
wqms_10900528,3/25/2021,0.012,ug/l,PFOA,,11
wqms_10900528,7/8/2021,0.009,ug/l,PFOA,,10
wqms_10900528,9/15/2021,0.01,ug/l,PFOA,,11
wqms_10900528,11/4/2021,0.007,ug/l,PFOA,,12
wqms_10900528,1/26/2022,0.008,ug/l,PFOA,,9
wqms_10900528,2/23/2022,0.012,ug/l,PFOA,,10
wqms_10900528,3/24/2022,0.013,ug/l,PFOA,,7
wqms_10900528,4/21/2022,0.013,ug/l,PFOA,,8
wqms_10900528,5/24/2022,0.014,ug/l,PFOA,,12
wqms_10900528,6/23/2022,0.012,ug/l,PFOA,,13
wqms_10900528,7/26/2022,0.016,ug/l,PFOA,,13
wqms_10900528,8/30/2022,0.015,ug/l,PFOA,,14
wqms_10900528,9/22/2022,0.011,ug/l,PFOA,,12
wqms_10900528,10/19/2022,0.01,ug/l,PFOA,,16
wqms_10900528,11/10/2022,0.01,ug/l,PFOA,,15
wqms_10900528,12/14/2022,0.006,ug/l,PFOA,,11
wqms_10900528,1/11/2023,0.012,ug/l,PFOA,,10
wqms_10900528,2/23/2023,0.009,ug/l,PFOA,,10
wqms_10900528,3/22/2023,0.012,ug/l,PFOA,,6
wqms_10900528,4/20/2023,0.009,ug/l,PFOA,,12
wqms_10900528,5/16/2023,0.005985709,ug/l,PFOA,,9
wqms_10900528,6/13/2023,0.007,ug/l,PFOA,,12
wqms_10900528,7/5/2023,0.007,ug/l,PFOA,,9
wqms_10900528,8/1/2023,0.006555042,ug/l,PFOA,,5.985709051
wqms_10900528,9/14/2023,0.006,ug/l,PFOA,,7
wqms_10900528,11/22/2023,0.008,ug/l,PFOA,,7
wqms_10900530,5/14/2020,0.0025,ug/l,PFOA,,6.555041881
wqms_10900530,7/8/2020,0.0025,ug/l,PFOA,,6
wqms_10900530,9/2/2020,0.0025,ug/l,PFOA,,8
wqms_10900530,11/3/2020,0.0025,ug/l,PFOA,,2.5
wqms_10900530,3/8/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900530,6/16/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900530,9/7/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900530,10/5/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900530,3/14/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900530,6/7/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900530,8/3/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900530,10/10/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900532,5/13/2020,0.0025,ug/l,PFOA,,2.5
wqms_10900532,7/7/2020,0.0025,ug/l,PFOA,,2.5
wqms_10900532,9/3/2020,0.0025,ug/l,PFOA,,2.5
wqms_10900532,11/4/2020,0.0025,ug/l,PFOA,,2.5
wqms_10900532,3/9/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900532,6/14/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900532,9/8/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900532,10/6/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900532,3/15/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900532,6/8/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900532,8/2/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900532,10/11/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900537,1/8/2020,0.0025,ug/l,PFOA,,2.5
wqms_10900537,2/11/2020,0.0025,ug/l,PFOA,,2.5
wqms_10900537,6/24/2020,0.0025,ug/l,PFOA,,2.5
wqms_10900537,7/9/2020,0.0025,ug/l,PFOA,,2.5
wqms_10900537,9/15/2020,0.0025,ug/l,PFOA,,2.5
wqms_10900537,12/15/2020,0.0025,ug/l,PFOA,,2.5
wqms_10900537,1/25/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900537,3/23/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900537,7/7/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900537,7/28/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900537,8/24/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900537,9/28/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900537,10/25/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900537,11/28/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900537,12/29/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900537,2/28/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900537,4/12/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900537,5/10/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900537,6/21/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900537,7/19/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900537,8/23/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900537,9/6/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900537,10/9/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900537,11/15/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900537,12/12/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900545,1/13/2020,0.0025,ug/l,PFOA,,2.5
wqms_10900545,6/17/2020,0.0025,ug/l,PFOA,,2.5
wqms_10900545,7/21/2020,0.0025,ug/l,PFOA,,2.5
wqms_10900545,9/23/2020,0.0025,ug/l,PFOA,,2.5
wqms_10900545,12/15/2020,0.0025,ug/l,PFOA,,2.5
wqms_10900545,1/11/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900545,3/7/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900545,4/6/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900545,5/9/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900545,6/6/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900545,7/25/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900545,8/24/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900545,9/15/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900545,10/4/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900545,11/7/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900545,12/15/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900545,1/9/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900545,2/6/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900545,3/29/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900545,4/18/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900545,5/15/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900545,6/12/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900545,7/12/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900545,8/1/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900545,9/20/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900545,10/10/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900545,10/26/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900545,11/9/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900545,12/5/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900551,6/3/2020,0.0025,ug/l,PFOA,,2.5
wqms_10900551,7/7/2020,0.0025,ug/l,PFOA,,2.5
wqms_10900551,9/10/2020,0.0025,ug/l,PFOA,,2.5
wqms_10900551,12/3/2020,0.0025,ug/l,PFOA,,2.5
wqms_10900551,3/10/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900551,4/12/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900551,6/16/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900551,8/9/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900551,10/11/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900551,12/15/2022,0.0025,ug/l,PFOA,,2.5
wqms_10900551,3/15/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900551,4/18/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900551,6/27/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900551,8/9/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900551,10/19/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900551,12/13/2023,0.0025,ug/l,PFOA,,2.5
wqms_10900552,3/3/2020,0.0025,ug/l,PFOA,,2.5
wqms_10900552,6/10/2020,0.0025,ug/l,PFOA,,2.5
wqms_10900552,7/15/2020,0.0025,ug/l,PFOA,,2.5
